"","Grant Number","ZipFilter","MarketShare","value","Tx","Year","None","MCR","COM","MCD","Total","Sites","Att","ID","Expandor","SwitchEMR","eScripts","eDecisionSupport","InterOrgHITexchange","PatientPortals","UDSQualRep","UDSQualRep.levels","UDSQualRep.highlowuse","FirstSwitch","IMM2yo","Pap","ChildBMI","AdultBMI","Tobac","CRC","DepScrn","IMM2yo.denom","Pap.denom","ChildBMI.denom","AdultBMI.denom","Tobac.denom","CRC.denom","DepScrn.denom","TotalAccess","Zips","l.Sites","l.Total","Pct.NHA","Pct.NHB","Pct.HL","Pct.NHW","Pct.ESL","Pct.LessThan100pctFPL","Pct.LessThan200pctFPL","Pct.FarmWorker","Pct.Homeless","Pct.Children","TotalDeliveries","BirthsLT1500","Births1500to2499","BirthsGTE2500","TotalHTN","Sample","Controlcount","Pct.HBW","Pct.HTN.CNTRL","EIN","Unrestricted surplus (deficit) before depreciation","Surplus as a pct of before dep expenses","Unrestricted surplus (deficit) after depreciation","Surplus as a pct of after dep expenses","Total revenue (unrestricted & restricted)","Total revenue, pct change over prior year","Program services revenue","Membership dues","Investment income","Government grants","All other grants and contributions","Other revenue","Total expenses before depreciation","Total expenses, pct change over prior year","Personnel","Professional Fees","Occupancy","Interest","Pass-Through","All other expenses","Total Expenses(after depreciation)","One Month of Savings","Debt Principal Payment","Fixed Asset Additions","Total Full Costs(estimated)","Months of cash","Months of cash and investments","Months of estimated liquid unrestricted net assets","Cash","Investments","Receivables","Gross land, buildings and equipment (LBE)","Accumulated depreciation (pct of LBE)","Liabilities (as pct of assets)","Unrestricted net assets","Temporarily restricted net assets","Permanently restricted net assets","Total restricted net assets","Total net assets","Liabilities","Staffing","LBE.pct","Qcomp","CostOfCare","Liquidity","Profitability","Efficiency","NetWorth","Altmans.Z"
"165","H80CS00154",1,0.681451837029626,1,0,2017,18.2360413099906,8.23990721820291,15.922019108632,57.6020323631745,18107,7,0,35,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,50.19,57.9,68.27,78.78,96.85,40.07,77.72,267,5219,3955,10538,8277,3481,11003,320,2,1.94591014905531,9.80405388282064,1.00513613519633,20.9642679626664,55.8126691334843,12.8348152648147,28.9446070580439,70.02200220022,97.5404683325475,0.734522560335782,2.20909040702491,31.9600154636328,275,3,17,254,2298,2298,1457,92.3636363636364,63.4029590948651,"51-0183476",2013881,11,414161,0.021,20285174,0.014,0.712,0,0,0.286,0.002,0.001,18328053,0.05,0.717,0.15,0.015,0.014,0,0.103,19927773,1527337.75,484732,0,21939842.75,3.5,3.5,4.2,5413760,0,2554756,23929764,0.443,35.3,14119002,10000,0,10000,14129002,4987537.706,13141214.001,1.69366272295807,67.1114285714286,1012.2081515436,0.44293930581837,0.0129838035154247,0.0613550636586048,0.018328611898017,3.37956011590753
"166","H80CS00154",1,0.681451837029626,1,0,2018,16.8214819560111,8.72304078582106,16.3837283792441,58.0717488789238,18732,7,0,35,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,50.67,56.06,75.81,86.28,94.1,39.37,86.29,300,5664,4172,10683,8515,3632,8986,334,2,1.94591014905531,9.83798857030343,1.20649156523596,20.83600256246,56.5449498184924,11.4563314114884,31.9186418962204,65.1473905265614,96.0255113945711,1.45206064488576,5.93636557762118,30.6641042067051,239,2,17,224,2857,2857,1902,93.7238493723849,66.5733286664333,"51-0183476",652011,3.3,-789753,-0.038,22185034,0.094,0.681,0,0,0.229,0.091,-0.001,19510223,0.065,0.713,0.152,0.017,0.014,0,0.105,20951987,1625851.92,243919,0,22821757.92,4,4,4.1,6492417,0,2009837,24380783,0.496,31.3,13329249,2032800,0,2032800,15362049,4808321.337,13910788.999,1.58707884605758,69.7971428571429,1041.54510997224,0.467172451255035,-0.0240170334631804,0.081343186154004,0.0219488817891374,3.55602828797656
"167","H80CS00154",1,0.681451837029626,1,0,2019,17.3487085735715,9.41733464585384,16.2893170205784,56.9446397599962,21333,7,0,35,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,52.29,62.92,84.67,90.64,93.51,45.08,85.4,306,5812,4201,11759,9368,3753,9898,334,2,1.94591014905531,9.96801044855163,1.15314301785965,20.7659494679604,54.5867904186003,12.2111282988797,33.2817700276567,60.8089260808926,95.7539129087246,1.86565415084611,6.60010312661135,29.3863966624479,213,0,22,196,3289,3289,2142,92.018779342723,65.1261781696564,"51-0183476",3340339,15,1944436,0.082,23532420,0.061,0.79,0,0,0.187,0.023,0,22224881,0.139,0.699,0.15,0.031,0.012,0,0.108,23620784,1852073.42,256493,0,25729350.42,3.6,3.6,4.9,6692131,0,2631889,25250106,0.534,33.7,15273685,NA,NA,0,15273685,5147231.845,15535191.819,1.65317708202048,73.5014285714286,1041.80757511836,0.441766337057949,0.0562396284435361,0.0378184252582408,0.019673590504451,3.35612544759113
"168","H80CS00154",1,0.681451837029626,1,0,2020,15.5733389491418,8.8606928503738,16.2735600716016,57.5602821943772,18994,6,0,35,0,0,NA,NA,100,NA,"We use the EHR in combination with another data analytic system",3,100,NA,55.81,62.01,63.8,72.38,91.99,45.76,77.14,258,5893,3583,11112,9119,3658,9003,294,2,1.79175946922805,9.8518784188029,1.18321413546487,20.6142196045435,56.4314261674379,11.0170382835507,32.1623895666807,59.3855539819152,95.0539274430766,2.12978544383677,10.6647034076567,28.4392090870846,235,NA,NA,224,3541,3541,1923,95.3191489361702,54.3066930245693,"51-0183476",3988470,16.4,2475831,0.096,28515187,0.212,0.65,0,0,0.326,0.023,0.002,24323379,0.094,0.677,0.146,0.05,0.011,0,0.116,25836018,2026948.25,0,0,27862966.25,2.7,2.7,5.8,5520805,0,6492217,26532611,0.565,29.2,17749516,NA,NA,203338,17952854,5242233.368,16466927.583,1.47790490581609,66.9842857142857,1280.58223649574,0.465755848399221,0.0642311672505158,0.108749232370889,0.0242465753424658,4.02100571637753
"169","H80CS00159",2,4.36585637823372,1,0,2015,6.8996725849815,25.4092687731253,43.9894055953363,23.7016530465568,75134,24,0,37,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,86.33,63.41,82.33,86.82,99.54,59.47,90.5,556,20460,10232,56043,47357,22553,50457,910,12,3.17805383034795,11.2270284649948,0.280831580908776,1.07940479676312,1.14728352011074,89.5546623366252,0.113131205579365,25.3921246023911,56.15516800117,0.0771954108659196,0.959618814384965,17.7216706151676,504,6,32,465,12204,12204,9692,92.2619047619048,79.4165847263192,"14-1628237",9646266,12.6,7961790,0.102,86338400,0.082,0.847,0,0,0.079,0.04,0.034,76692134,0.156,0.683,0.078,0.025,0.002,0,0.213,78376610,6391011.17,0,11978128,96745749.17,2.3,2.4,2.4,14410641,1e+06,8633278,45858324,0.216,33.8,41940524,0,0,0,41940524,14175897.112,52380727.522,1.09341323441739,81.2,1020.7380679852,0.599988243581826,0.113898920239226,0.13799651607746,0.019585798816568,5.25513503467458
"170","H80CS00159",2,4.36585637823372,1,0,2016,6.2702117753646,25.2633035950221,44.8465477973097,23.6199368323036,79471,24,0,37,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,56.4,69.09,83.25,87.41,97.5,62.09,87.62,594,21500,11036,58276,51320,24796,49838,910,12,3.17805383034795,11.2831474542198,0.322130085188308,1.16520491751708,1.29984522656063,91.9693976419071,0.15477343936782,24.0887030152829,55.4729450640231,0.123315423236149,0.221464433566962,17.3321085679053,643,6,41,597,17008,17008,13165,92.846034214619,77.4047507055503,"14-1628237",9073009,10.9,6825922,0.08,94703181,0.097,0.62,0,0,0.084,0.028,0.268,83430172,0.088,0.696,0.077,0.025,0.004,0,0.199,85677259,6952514.33,0,9625770,102255543.33,2,2.2,2.1,14152917,1e+06,11375943,55381189,0.218,33.8,48766446,0,0,0,48766446,16483058.748,58067399.712,1.13564127679101,77.6228571428571,1049.81907865762,0.595365850654051,0.0833343659701632,0.137626690957052,0.019585798816568,5.12268646534209
"171","H80CS00159",2,4.36585637823372,1,0,2017,6.70842082398088,24.8618251152463,44.6419520671928,23.78780199358,82866,24,0,37,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,47.79,69.58,84.8,94.88,99.92,63.32,87.8,680,22123,11220,61357,45383,26117,52283,928,12,3.17805383034795,11.324980124306,0.333067844471798,1.19107957425241,1.21280139019622,91.3897135133831,0.132744430767746,22.8332364904125,54.1173736199884,0.112229382376367,0.150845944054256,17.6755243405015,612,7,45,559,17773,17773,13869,91.3398692810458,78.0340966634783,"14-1628237",15658087,17.2,12931326,0.138,107512123,0.135,0.584,0,0,0.097,0.05,0.269,90854036,0.089,0.697,0.084,0.025,0.005,0,0.189,93580797,7571169.67,0,7713841,108865807.67,3.6,3.6,3.7,27538304,0,13066709,62920676,0.232,34.4,61697772,0,0,0,61697772,21224033.568,63325263.092,1.01982087781063,78.2985714285714,1096.39702652475,0.5959658186868,0.124909344964611,0.160907762709988,0.0190697674418605,5.41806365639511
"172","H80CS00159",2,4.36585637823372,1,0,2018,4.99602831161748,25.2231851755249,46.2565355021518,23.5242510107058,84347,24,0,37,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,47.92,72.04,90.21,95.93,99.85,64.08,85.3,720,21946,10626,62900,51409,26594,55500,928,12,3.17805383034795,11.342694521248,0.32959085681767,1.21877482305239,1.23418734513379,89.3262356693184,0.136341541489324,21.6249847505185,52.5338538489691,0.0948462897317036,0.145826170462494,17.7611533308831,627,9,45,583,17418,17411,13611,92.9824561403509,78.1747171328471,"14-1628237",13025156,13.3,9830135,0.097,111297852,0.035,0.553,0,0,0.065,0.051,0.33,98023953,0.079,0.672,0.105,0.025,0.005,0,0.193,101218974,8168662.75,0,4580719,113968355.75,1.8,4.2,4.5,14857714,19083417,14626071,67395470,0.263,31.2,71527907,0,0,0,71527907,22316706.984,65872096.416,0.942226227869355,79.3328571428572,1162.15103086061,0.616818375830457,0.0847698214473706,0.114466998483788,0.0220512820512821,5.11505023933113
"173","H80CS00159",2,4.36585637823372,1,0,2019,4.28744296546288,25.8545466656305,46.44248809352,23.4155222753866,90077,26,0,37,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,48.22,70.06,89.55,92.58,97,66.39,71.11,732,23516,11062,67341,56487,29083,59645,1008,12,3.25809653802148,11.4084201390889,0.334158553237785,1.28112614762925,1.31221066420951,90.9310922877094,0.15320226028842,21.4501841782144,51.8812489037011,0.0965840336600908,0.190947744707306,16.4947766910532,522,4,39,487,20415,20415,15946,93.2950191570881,78.1092334068087,"14-1628237",20154734,18.9,16817630,0.153,126960906,0.141,0.524,0,0.004,0.055,0.053,0.364,106811466,0.09,0.66,0.105,0.027,0.006,0,0.203,110148570,8900955.5,0,14657824,133707349.5,1.9,4.5,5.1,16546268,23469135,18381812,81413215,0.25,30.2,88345537,NA,NA,0,88345537,26680352.174,70495567.56,0.921531723781361,76.4157142857143,1185.77956637099,0.631895181210729,0.120288808209802,0.144119719823478,0.023112582781457,5.53012663264064
"174","H80CS00159",2,4.36585637823372,1,0,2020,3.71276517884215,25.6349131666719,45.2798427485545,23.6494045565279,95643,27,0,37,0,0,NA,NA,100,NA,"We use the EHR to extract automated reports",2,100,NA,52.59,61.62,77.21,76.45,97.01,62.87,60.29,713,26668,11485,73739,55574,31472,64120,1039.5,12,3.29583686600433,11.4683777887089,0.323803177644046,1.21816629531683,1.38371197134706,90.3546217437478,0.118693126210358,20.9953897736798,50.6873428331936,0.14992815942361,0.523707390208858,15.733086229515,545,NA,21,518,21380,21380,15721,95.045871559633,73.5313376987839,"14-1628237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.72,NA,NA,NA,NA,NA,NA
"175","H80CS00163",1,0.363570508692853,1,0,2015,35.2478883584282,2.96731546088873,6.52956298200514,55.2552331986779,13615,13,0,39,0,0,100,NA,0,0,"We use the EHR in combination with another data analytic system",3,100,2019,90,48.57,68.57,28.57,88.57,35.71,38.57,243,3684,3635,8026,7145,2590,8062,155,5,2.56494935746154,9.51892740510786,0.690414983474109,60.7271391847227,33.6320235034888,3.28314359162688,34.9981637899376,78.443067981953,95.8017894012388,0,5.52331986779287,41.0503121557106,67,1,2,64,1652,1651,852,95.5223880597015,51.6050878255603,"22-2290124",283028,3.9,-276437,-0.036,7494701,0.066,0.486,0,0,0.507,0,0.008,7211673,0.043,0.639,0.057,0.017,0.024,0,0.263,7771138,600972.75,385538,0,8757648.75,0,0,0.2,23150,0,687283,15422141,0.361,40.1,6387340,0,0,0,6387340,2561323.34,4608259.047,2.41448568574712,56.9371428571429,529.685861182519,0.395928138931828,-0.0171353312868734,0.0175438835736938,0.0149376558603491,2.67500684766617
"176","H80CS00163",1,0.363570508692853,1,0,2016,31.4349276974416,3.50018539117538,10.6637004078606,54.4011865035224,13485,13,0,39,0,0,100,NA,0,0,"We use the EHR in combination with another data analytic system",3,100,2019,42.86,55.71,75.71,34.29,81.43,58.57,40,177,3058,3730,7491,6558,2716,6742,155,5,2.56494935746154,9.50933323557383,2.16536892843901,52.4360400444939,37.5009269558769,6.50352243233222,35.0389321468298,82.1977858681923,96.5450627832677,0,5.52465702632555,41.5202076381164,40,4,5,31,1555,1555,913,77.5,58.7138263665595,"22-2290124",272955,3.9,-290075,-0.039,7193971,-0.04,0.468,0,0,0.518,0,0.014,6921016,-0.04,0.671,0.061,0.017,0.022,0,0.229,7484046,576751.33,286062,0,8346859.33,0,0,0.2,10783,0,565832,15453465,0.397,38.8,6097265,0,0,0,6097265,2365738.82,4644001.736,2.53449128420694,55.51,513.238116425658,0.380363978220945,-0.0180956676448277,0.0170276754701162,0.0157731958762887,2.56718365543654
"177","H80CS00163",1,0.363570508692853,1,0,2017,31.8563734290844,3.59066427289048,11.3536804308797,53.1992818671454,13925,3,0,39,0,0,100,NA,0,0,"We use the EHR in combination with another data analytic system",3,100,2019,31.43,55.71,80,64.29,92.86,27.14,45.71,149,3529,3710,7520,6743,2753,6853,135,5,1.09861228866811,9.54144106479549,2.61400359066427,49.8456014362657,40.2800718132855,5.8096947935368,35.0089766606822,82.2153447531309,96.5524686915215,0,5.66606822262119,41.6588868940754,49,0,5,44,1584,1584,1100,89.7959183673469,69.4444444444444,"22-2290124",223848,3.3,-302684,-0.042,6987056,-0.029,0.437,0,0,0.547,0,0.016,6763208,-0.023,0.636,0.073,0.016,0.023,0,0.252,7289740,563600.67,317152,0,8170492.67,0,0,0,6840,0,494854,15465205,0.432,38.3,5794581,0,0,0,5794581,2219324.523,4301400.288,2.66890824375395,56.7342857142857,485.688186714542,0.36291210960876,-0.0189569684132154,0.0140195037245491,0.0161096605744125,2.43002993063849
"178","H80CS00163",1,0.363570508692853,1,0,2018,41.6812609457093,3.83187390542907,11.369527145359,43.1173380035026,14275,3,0,39,0,0,100,NA,0,0,"We use the EHR in combination with another data analytic system",3,100,2019,20,45.71,78.57,77.14,90,45.71,57.14,146,3935,3745,7425,6986,2470,6971,135,5,1.09861228866811,9.56626503452421,2.5569176882662,50.4518388791594,40,5.73730297723292,40,80.4805862870834,95.7860615883306,0,5.56217162872154,38.8231173380035,51,0,2,49,1640,1640,1161,96.078431372549,70.7926829268293,"22-2290124",47164,0.7,-496543,-0.065,7086822,0.014,0.415,0,0,0.562,0,0.022,7039658,0.041,0.634,0.07,0.016,0.019,0,0.261,7583365,586638.17,331849,0,8501852.17,0,0,-0.4,11840,0,696206,15465205,0.468,41.1,5298038,0,0,0,5298038,2177493.618,4463143.172,2.91904380451782,59.1814285714286,493.14591943958,0.327580274367844,-0.030701495945373,0.00291617313055984,0.014330900243309,2.08348385176397
"179","H80CS00163",1,0.363570508692853,1,0,2019,41.820788530466,4.10035842293907,10.910394265233,43.168458781362,13950,3,0,39,0,100,100,100,100,0,"We use the EHR in combination with another data analytic system",3,100,2019,38.41,55.71,89.75,80.17,89.96,61.7,78.57,164,3598,3845,6761,5575,2449,6596,135,5,1.09861228866811,9.54323478724951,2.54480286738351,50.2939068100358,40,5.93548387096774,40.2867383512545,80.4902667627974,95.7822638788753,0,5.7921146953405,38.2293906810036,75,2,5,68,1724,1724,965,90.6666666666667,55.9744779582367,"22-2290124",589586,8.4,57416,0.008,7648888,0.079,0.428,0,0,0.555,0,0.017,7059302,0.003,0.638,0.085,0.019,0.015,0,0.243,7591472,588275.17,354263,0,8534010.17,0,0,-0.2,8459,0,1040320,15557175,0.5,39.9,5355454,NA,NA,0,5355454,2136826.146,4503834.676,2.9049217862762,70.61,506.043154121864,0.322502037522204,0.0034575550432092,0.0355044943518451,0.015062656641604,2.38129098710461
"180","H80CS00163",1,0.363570508692853,1,0,2020,42.2825376062786,1.2916939175932,8.09352517985612,45.3073904512753,6116,3,0,39,0,0,NA,NA,100,NA,"We use the EHR in combination with another data analytic system",3,100,2019,34.29,48.57,24.29,70,71.43,10,36.62,98,1894,1756,3808,2628,1469,4396,135,5,1.09861228866811,8.71866356704895,2.81758957654723,45.7491856677524,37.9804560260586,3.92508143322476,42.7035830618892,80.999180999181,95.986895986896,0,5.21172638436482,35.0325732899023,61,0,NA,58,1487,1487,572,95.0819672131148,38.4667114996638,"22-2290124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1714285714286,NA,NA,NA,NA,NA,NA
"181","H80CS00164",2,1.17194444444444,1,0,2015,17.32,9.85391304347826,14.1182608695652,58.7078260869565,57500,20,0,40,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,72.86,68.57,72.86,55.71,8.57,32.86,61.43,635,14943,9792,31136,26692,8321,31008,902,9,2.99573227355399,10.9595402267854,0.987826086956522,22.3913043478261,38.4747826086956,34.1947826086957,22.2208695652174,77.3718258627437,97.3202569238207,12.7165217391304,10.5582608695652,27.3165217391304,1114,20,80,1018,6638,70,43,91.3824057450628,61.4285714285714,"22-2763588",5649261,17.6,4608409,0.139,37837620,0.087,0.762,0,0.001,0.236,0.001,0,32188359,0.051,0.693,0.099,0.091,0.001,0,0.116,33229211,2682363.25,34339,3677783,39623696.25,5.9,6,4.7,15928329,218601,4177304,22336037,0.432,25.2,25049638,0,0,0,25049638,6312508.776,22306532.787,0.891671049298197,53.2657142857143,559.797547826087,0.587188909325025,0.108025778832957,0.132424404898881,0.0296825396825397,5.12518195175475
"182","H80CS00164",2,1.17194444444444,1,0,2016,19.4019295852907,9.62098634473237,13.9684463976023,57.0086376723746,59391,22,0,40,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,47.14,27.31,60.56,69.63,75.41,27.13,39.83,810,16377,10578,35576,30481,10600,31793,1005,9,3.09104245335832,10.9918979787196,1.0388779444697,23.0321092421411,39.2534222356923,33.8334091023892,22.2794699533599,66.9779987519878,92.6387407153928,12.8689532083986,10.4123520398714,27.539526190837,1161,30,67,1057,8155,8155,4358,91.0422049956934,53.4396076026977,"22-2763588",10008219,29.3,8403968,0.235,44135064,0.166,0.647,0,0.001,0.351,0,0,34126845,0.06,0.685,0.109,0.086,0,0,0.119,35731096,2843903.75,35814,3229483,41840296.75,6.8,6.9,6.8,19478787,31119,4063558,25394143,0.436,11.9,33453606,0,0,0,33453606,3980979.114,23376888.825,0.759085373337631,49.5728571428571,574.613072687781,0.68317828968036,0.171623007838631,0.204384482174103,0.0740336134453781,6.49233960018472
"183","H80CS00164",2,1.17194444444444,1,0,2017,19.9069782838983,9.58189883474576,14.1402939618644,56.3708289194915,60416,19,0,40,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,48.29,39.16,34.45,36.08,96.56,31.02,65.93,847,17141,9994,34254,25138,10429,31882,891,9,2.94443897916644,11.0090092495052,1.19835805084746,22.803561970339,38.5047007415254,32.3407706567797,22.0653469279661,68.1852234303185,92.7149770191743,13.8853945974576,12.1937897245763,27.8833421610169,1110,21,89,1003,9590,9590,4768,90.3603603603604,49.718456725756,"22-2763588",7525517,21.6,5958094,0.164,42317831,-0.041,0.732,0,0.002,0.265,0.001,0,34792314,0.019,0.687,0.13,0.083,0,0,0.1,36359737,2899359.5,37471,0,39296567.5,8.8,8.8,9.1,25392779,50733,4550052,25930195,0.488,9.7,39411700,0,0,0,39411700,3822934.9,23902319.718,0.657931401081405,50.2128571428571,575.879137976695,0.704739822657486,0.106539583649947,0.134567438501407,0.0930927835051546,5.9724528887418
"184","H80CS00164",2,1.17194444444444,1,0,2018,21.6765672294071,9.07398714815234,13.9055696735242,55.3438759489163,61781,18,0,40,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,38.71,40.61,20.17,27.92,88.48,29.5,70.67,943,16483,11362,33659,24354,10587,31181,863,9,2.89037175789616,11.0313511528097,1.18806752885191,22.5328175328985,40.8199932017934,31.1875819426685,22.4162768488694,67.2891467799935,92.685518143184,14.910733073275,12.7531117981256,30.0221751023778,806,8,61,690,10508,10508,5414,85.6079404466501,51.5226494099734,"22-2763588",10186644,29.5,8699305,0.242,44672934,0.056,0.741,0,0.008,0.249,0.001,0,34486290,-0.009,0.676,0.129,0.093,0,0,0.101,35973629,2873857.5,39154,0,38886640.5,11.8,12.9,12.7,33986003,3007593,3612844,26132699,0.541,8.8,48111005,0,0,0,48111005,4233768.44,23312732.04,0.543175080212937,45.1514285714286,558.20219808679,0.720881415626294,0.130347875779458,0.152633734157104,0.103636363636364,6.28843303690344
"185","H80CS00164",2,1.17194444444444,1,0,2019,25.1848406601338,8.84669051017626,13.0743692964026,52.8940995332874,62351,18,0,40,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,32.9,40.31,18.51,32.53,79.82,28.31,67.8,687,16829,11056,29555,26113,11111,43211,898.25,9,2.89037175789616,11.0405349894719,1.24937851838784,22.7341983288159,41.5310099276676,30.9040753155523,22.7293868582701,64.8984553475992,92.1677530232851,15.7062436849449,13.2267325303524,29.7974370900226,929,24,71,801,10550,10550,5356,86.221743810549,50.7677725118483,"22-2763588",9153095,26.1,7869801,0.216,44244244,-0.01,0.729,0,0.016,0.253,0.002,0,35134431,0.019,0.658,0.125,0.096,0,0,0.121,36417725,2927869.25,40913,0,39386507.25,14.3,15.3,15.2,41782106,3079830,4281070,26997526,0.571,8,55980806,NA,NA,0,55980806,4478464.48,23118455.598,0.482263974548705,42.8828571428571,563.494266330933,0.735230034904405,0.103358891687282,0.119644724835913,0.115,6.08482156677077
"186","H80CS00164",2,1.17194444444444,1,0,2020,23.0763224673043,6.70310365020496,15.533866874878,52.3755611946125,51230,19,0,40,0,0,NA,NA,100,NA,"We use the EHR in combination with another data analytic system",3,100,NA,30.53,38.95,16.16,25.21,72.05,22.25,47.44,655,15521,8135,31004,21314,10109,28891,942.25,9,2.94443897916644,10.8440805769332,1.23005060334761,20.9361619307123,40.3989879330479,32.1370182950564,22.8026469443363,64.4613074065291,91.265512607699,12.5613079019074,12.9019073569482,26.3273647333593,1227,36,90,1083,6714,6714,2826,88.2640586797066,42.0911528150134,"22-2763588",11071175,36.9,9606850,0.305,41108906,-0.071,0.647,0,0.016,0.336,0,0.001,30037731,-0.145,0.679,0.135,0.067,0,0,0.118,31502056,2503144.25,0,3078214,37083414.25,19.1,20,22.8,47896357,2267905,11361415,30075740,0.561,13.1,65587656,NA,NA,0,65587656,8591982.936,20395619.349,0.458557933523345,36.0842857142857,586.330880343549,0.716011369125436,0.10487665272689,0.120862486221147,0.0663358778625954,5.92078104851435
"187","H80CS00166",2,1.1353621424224,1,0,2015,3.43658390138806,18.5639105711157,38.6324303323562,39.36707519514,28313,13,0,41,0,0,100,100,100,100,"We use the EHR to extract automated reports",2,100,NA,68.01,33.44,51.02,19.25,73.21,49.95,37.18,322,6602,6533,19069,18125,7906,19707,556.5,7,2.56494935746154,10.2510763421136,0.0777028220252181,0.317875181012256,0.589835058100519,88.3869600536856,0.123618125949211,34.6361694105819,99.0322986050019,0,0.052979196835376,28.7571080422421,7,0,1,6,5859,5859,4721,85.7142857142857,80.5768902543096,"23-7036393",1424334,7.7,863107,0.045,19835824,-0.007,0.842,0,0,0.143,0.006,0.01,18411490,0.084,0.721,0.025,0.026,0.004,0,0.224,18972717,1534290.83,60604,0,20567611.83,2.8,2.8,3.6,4321530,10000,2289208,6754280,0.576,33.3,6481784,0,0,0,6481784,2158434.072,13274684.29,1.04204027780006,47.4371428571429,650.283968495038,0.484618712288836,0.0645312776401497,0.106492118365747,0.02003003003003,4.126129284671
"188","H80CS00166",2,1.1353621424224,1,0,2016,3.04572165687258,19.2597104772825,36.6525727389996,41.0419951268454,27908,13,0,41,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,19.19,33.71,65.55,39.37,74.53,57.83,32.78,297,5927,5899,18102,14227,7946,14344,556.5,7,2.56494935746154,10.2366686650591,0.0824136448330228,0.351153791027662,0.652142754765659,93.4857388562419,0.21140891500645,32.8975078975079,87.5570375570376,0,21.9327791314318,28.8734413071521,57,0,8,52,5330,5330,3905,91.2280701754386,73.2645403377111,"23-7036393",2574650,13.8,2186036,0.115,21249355,0.071,0.814,0,0,0.174,0.005,0.007,18674705,0.014,0.761,0.028,0.026,0.004,0,0.181,19063319,1556225.42,63007,1234583,21917134.42,3.3,3.3,4.3,5130900,0,2870085,7988862,0.535,27.7,8667820,0,0,0,8667820,2400986.14,14211450.505,0.921669116340672,46.1371428571429,669.152393578902,0.542082735375767,0.136714003579897,0.161017800858257,0.026101083032491,5.1111961546871
"189","H80CS00166",2,1.1353621424224,1,0,2017,3.97887711320547,18.7098903516814,36.385639370714,40.9255931643991,27269,13,0,41,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,17.1,34.45,72.86,42.15,71.35,63.47,52.76,269,5593,5895,17135,13241,7627,15513,542.5,7,2.56494935746154,10.2135058048336,0.0733433569254465,0.337379441857054,1.16249220726833,79.584876599802,0.238365910007701,30.2736152399442,73.7547776496997,0,15.6624738714291,29.6600535406506,134,1,8,126,6693,6693,4918,94.0298507462687,73.4797549678769,"23-7036393",2025902,10.1,1576645,0.077,22021687,0.036,0.836,0,0,0.148,0.008,0.008,19995785,0.071,0.763,0.029,0.027,0.002,0,0.179,20445042,1666315.42,1813476,0,23924833.42,3.7,3.7,4,6238834,0,1644371,8385712,0.564,12.6,10244465,0,0,0,10244465,1290802.59,15256783.955,0.81856026644632,50.5914285714286,733.278998129744,0.629695572237537,0.0969114907894607,0.124525928800301,0.0693650793650794,5.35638198872324
"190","H80CS00166",2,1.1353621424224,1,0,2018,3.23030103032303,19.8181351519818,36.5673009936567,40.3842628240384,27273,13,0,41,0,0,100,100,100,100,"We use the EHR in combination with another data analytic system",3,100,NA,47,32.92,70.26,63.67,62.82,66.36,58.78,300,5358,5823,17087,13856,7726,15004,542.5,7,2.56494935746154,10.21365248079,0.0879991200087999,0.392329410039233,1.34931984013493,91.6877497891688,0.315330180031533,29.1002607939728,78.0208635178209,0,12.6938730612694,29.4393722729439,137,1,7,127,6759,6759,5010,92.7007299270073,74.1233910341766,"23-7036393",3266872,15.2,2840729,0.13,24728328,0.123,0.837,0,0.016,0.129,0.009,0.008,21467939,0.074,0.756,0.027,0.027,0,0,0.191,21894082,1788994.92,0,0,23683076.92,4.5,5.5,5.4,8054982,1718127,1773852,8630931,0.597,14.4,13085194,0,0,0,13085194,1884267.936,16229761.884,0.659595188271569,57.4014285714286,787.149891834415,0.64849162638,0.140784230582659,0.161582240602735,0.0594444444444444,5.86131098426932
